Census Tract FIPS,demand_covered,percentage,county_name,state_name
36081062500,0,0,Queens,NY
36081069701,0,0,Queens,NY
36081038400,0,0,Queens,NY
36081109900,0,0,Queens,NY
36081086400,0,0,Queens,NY
36081003400,1,100,Queens,NY
36081051800,0,0,Queens,NY
36081045200,1,100,Queens,NY
36081055300,0,0,Queens,NY
36081012000,0,0,Queens,NY
36081040000,0,0,Queens,NY
36081002000,0,0,Queens,NY
36081045000,0,0,Queens,NY
36081052200,0,0,Queens,NY
36081018000,1,100,Queens,NY
36081019000,0,0,Queens,NY
36081060300,0,0,Queens,NY
36081087100,1,100,Queens,NY
36081052500,0,0,Queens,NY
36081004001,1,100,Queens,NY
36081018401,1,100,Queens,NY
36081070900,0,0,Queens,NY
36081020200,1,100,Queens,NY
36081005200,0,0,Queens,NY
36081120300,0,0,Queens,NY
36081113900,0,0,Queens,NY
36081034700,1,100,Queens,NY
36081146700,0,0,Queens,NY
36081017400,1,100,Queens,NY
36081129102,0,0,Queens,NY
36081052400,0,0,Queens,NY
36081071702,0,0,Queens,NY
36081150702,0,0,Queens,NY
36081002200,1,100,Queens,NY
36081021600,0,0,Queens,NY
36081051500,0,0,Queens,NY
36081111300,0,0,Queens,NY
36081029700,0,0,Queens,NY
36081063500,0,0,Queens,NY
36081099705,0,0,Queens,NY
36081011500,0,0,Queens,NY
36081027800,1,100,Queens,NY
36081061601,0,0,Queens,NY
36081108500,0,0,Queens,NY
36081071900,0,0,Queens,NY
36081017000,0,0,Queens,NY
36081010100,0,0,Queens,NY
36081100801,0,0,Queens,NY
36081012400,0,0,Queens,NY
36081009800,1,100,Queens,NY
36081018501,0,0,Queens,NY
36081120700,0,0,Queens,NY
36081044800,1,100,Queens,NY
36081062600,0,0,Queens,NY
36081115500,0,0,Queens,NY
36081062100,0,0,Queens,NY
36081027000,1,100,Queens,NY
36081014400,0,0,Queens,NY
36081026600,1,100,Queens,NY
36081020400,1,100,Queens,NY
36081049301,0,0,Queens,NY
36081002600,1,100,Queens,NY
36081052600,0,0,Queens,NY
36081009400,1,100,Queens,NY
36081051700,0,0,Queens,NY
36081052100,0,0,Queens,NY
36081097202,1,100,Queens,NY
36081036100,1,100,Queens,NY
36081049302,1,100,Queens,NY
36081016300,1,100,Queens,NY
36081092800,0,0,Queens,NY
36081023600,1,100,Queens,NY
36081118700,0,0,Queens,NY
36081010400,0,0,Queens,NY
36081015600,0,0,Queens,NY
36081062900,0,0,Queens,NY
36081084602,1,100,Queens,NY
36081000200,0,0,Queens,NY
36081008600,0,0,Queens,NY
36081078800,0,0,Queens,NY
36081011100,0,0,Queens,NY
36081058100,0,0,Queens,NY
36081014500,0,0,Queens,NY
36081004500,0,0,Queens,NY
36081060100,0,0,Queens,NY
36081004300,1,100,Queens,NY
36081068300,1,100,Queens,NY
36081147100,0,0,Queens,NY
36081037300,0,0,Queens,NY
36081063800,0,0,Queens,NY
36081007900,1,100,Queens,NY
36081015200,1,100,Queens,NY
36081053601,0,0,Queens,NY
36081130100,0,0,Queens,NY
36081044601,1,100,Queens,NY
36081046800,1,100,Queens,NY
36081035200,0,0,Queens,NY
36081051300,0,0,Queens,NY
36081069400,0,0,Queens,NY
36081035300,1,100,Queens,NY
36081046100,1,100,Queens,NY
36081064600,0,0,Queens,NY
36081145900,0,0,Queens,NY
36081055600,0,0,Queens,NY
36081129103,0,0,Queens,NY
36081011800,0,0,Queens,NY
36081157902,0,0,Queens,NY
36081049700,0,0,Queens,NY
36081007100,0,0,Queens,NY
36081009100,0,0,Queens,NY
36081065400,0,0,Queens,NY
36081000800,0,0,Queens,NY
36081018402,1,100,Queens,NY
36081017200,0,0,Queens,NY
36081029500,0,0,Queens,NY
36081144700,0,0,Queens,NY
36081065000,0,0,Queens,NY
36081018600,1,37.93635956,Queens,NY
36081079000,1,100,Queens,NY
36081129104,0,0,Queens,NY
36081014700,0,0,Queens,NY
36081018700,0,0,Queens,NY
36081015400,0,0,Queens,NY
36081014900,0,0,Queens,NY
36081047000,1,100,Queens,NY
36081026000,1,100,Queens,NY
36081115700,1,100,Queens,NY
36081026400,1,100,Queens,NY
36081032800,0,0,Queens,NY
36081005700,0,0,Queens,NY
36081047200,0,0,Queens,NY
36081043701,1,100,Queens,NY
36081061900,0,0,Queens,NY
36081042400,0,0,Queens,NY
36081063900,0,0,Queens,NY
36081115900,1,100,Queens,NY
36081069702,0,0,Queens,NY
36081050800,1,100,Queens,NY
36081004401,0,0,Queens,NY
36081019400,0,0,Queens,NY
36081066701,0,0,Queens,NY
36081117100,0,0,Queens,NY
36081016800,1,100,Queens,NY
36081014300,0,0,Queens,NY
36081009600,0,0,Queens,NY
36081003300,0,0,Queens,NY
36081053000,0,0,Queens,NY
36081019800,1,100,Queens,NY
36081021200,1,100,Queens,NY
36081048000,0,0,Queens,NY
36081155101,0,0,Queens,NY
36081102900,0,0,Queens,NY
36081074500,1,100,Queens,NY
36081059300,0,0,Queens,NY
36081010800,1,100,Queens,NY
36081146300,0,0,Queens,NY
36081012602,0,0,Queens,NY
36081033401,0,0,Queens,NY
36081036600,0,0,Queens,NY
36081147900,0,0,Queens,NY
36081062700,0,0,Queens,NY
36081077905,0,0,Queens,NY
36081124100,0,0,Queens,NY
36081117500,0,0,Queens,NY
36081001600,0,0,Queens,NY
36081079200,0,0,Queens,NY
36081036700,1,100,Queens,NY
36081120500,1,100,Queens,NY
36081036300,1,100,Queens,NY
36081063700,0,0,Queens,NY
36081077500,0,0,Queens,NY
36081018502,0,0,Queens,NY
36081133300,0,0,Queens,NY
36081055200,1,100,Queens,NY
36081011300,0,0,Queens,NY
36081077906,0,0,Queens,NY
36081150701,0,0,Queens,NY
36081027200,0,0,Queens,NY
36081065703,0,0,Queens,NY
36081074300,0,0,Queens,NY
36081134100,0,0,Queens,NY
36081058300,0,0,Queens,NY
36081142900,0,0,Queens,NY
36081125700,1,100,Queens,NY
36081008300,0,0,Queens,NY
36081051200,0,0,Queens,NY
36081001200,0,0,Queens,NY
36081099200,1,100,Queens,NY
36081122300,0,0,Queens,NY
36081001800,0,0,Queens,NY
36081014202,1,100,Queens,NY
36081053100,0,0,Queens,NY
36081025302,0,0,Queens,NY
36081020800,0,0,Queens,NY
36081010200,0,0,Queens,NY
36081099703,0,0,Queens,NY
36081077903,0,0,Queens,NY
36081007300,0,0,Queens,NY
36081012601,0,0,Queens,NY
36081101002,1,100,Queens,NY
36081105900,0,0,Queens,NY
36081068700,0,0,Queens,NY
36081018101,0,0,Queens,NY
36081019600,0,0,Queens,NY
36081124700,0,0,Queens,NY
36081144100,0,0,Queens,NY
36081025301,0,0,Queens,NY
36081001900,0,0,Queens,NY
36081015000,0,0,Queens,NY
36081086500,1,100,Queens,NY
36081009700,0,0,Queens,NY
36081127700,0,0,Queens,NY
36081013200,1,100,Queens,NY
36081067900,1,100,Queens,NY
36081015900,0,0,Queens,NY
36081066000,0,0,Queens,NY
36081046600,0,0,Queens,NY
36081035100,1,100,Queens,NY
36081030904,0,0,Queens,NY
36081071303,0,0,Queens,NY
36081026500,0,0,Queens,NY
36081050700,0,0,Queens,NY
36081085700,1,100,Queens,NY
36081006300,0,0,Queens,NY
36081091601,0,0,Queens,NY
36081161700,0,0,Queens,NY
36081058200,0,0,Queens,NY
36081058500,0,0,Queens,NY
36081066501,0,0,Queens,NY
36081069000,0,0,Queens,NY
36081075701,0,0,Queens,NY
36081103300,0,0,Queens,NY
36081010600,1,100,Queens,NY
36081073900,0,0,Queens,NY
36081080302,0,0,Queens,NY
36081012301,0,0,Queens,NY
36081138501,0,0,Queens,NY
36081025800,0,0,Queens,NY
36081013800,0,0,Queens,NY
36081057700,0,0,Queens,NY
36081156700,1,100,Queens,NY
36081005400,0,0,Queens,NY
36081047300,0,0,Queens,NY
36081053900,0,0,Queens,NY
36081049200,0,0,Queens,NY
36081001000,0,0,Queens,NY
36081041100,0,0,Queens,NY
36081061301,0,0,Queens,NY
36081079702,0,0,Queens,NY
36081018900,0,0,Queens,NY
36081054500,0,0,Queens,NY
36081075702,0,0,Queens,NY
36081126700,0,0,Queens,NY
36081121500,0,0,Queens,NY
36081083700,0,0,Queens,NY
36081004700,1,100,Queens,NY
36081055100,0,0,Queens,NY
36081016400,0,0,Queens,NY
36081119100,0,0,Queens,NY
36081022001,0,0,Queens,NY
36081040400,1,100,Queens,NY
36081069300,0,0,Queens,NY
36081028500,0,0,Queens,NY
36081043900,1,100,Queens,NY
36081023800,1,100,Queens,NY
36081094500,0,0,Queens,NY
36081093401,0,0,Queens,NY
36081040500,1,100,Queens,NY
36081044000,0,0,Queens,NY
36081077907,1,100,Queens,NY
36081044400,1,100,Queens,NY
36081093402,0,0,Queens,NY
36081116100,1,100,Queens,NY
36081011000,0,0,Queens,NY
36081079900,1,100,Queens,NY
36081085300,1,100,Queens,NY
36081035800,0,0,Queens,NY
36081008800,0,0,Queens,NY
36081092500,1,100,Queens,NY
36081048300,0,0,Queens,NY
36081094201,0,0,Queens,NY
36081004200,0,0,Queens,NY
36081077902,0,0,Queens,NY
36081005800,0,0,Queens,NY
36081097204,1,100,Queens,NY
36081026902,0,0,Queens,NY
36081006100,0,0,Queens,NY
36081037500,1,100,Queens,NY
36081010500,1,100,Queens,NY
36081010300,0,0,Queens,NY
36081045900,1,100,Queens,NY
36081024000,1,100,Queens,NY
36081047500,0,0,Queens,NY
36081010000,0,0,Queens,NY
36081033900,0,0,Queens,NY
36081000600,0,0,Queens,NY
36081036500,1,100,Queens,NY
36081003600,0,0,Queens,NY
36081157901,0,0,Queens,NY
36081045700,0,0,Queens,NY
36081028400,0,0,Queens,NY
36081006900,0,0,Queens,NY
36081091900,1,100,Queens,NY
36081033700,0,0,Queens,NY
36081002800,1,100,Queens,NY
36081157903,0,0,Queens,NY
36081058900,0,0,Queens,NY
36081055700,0,0,Queens,NY
36081005300,0,0,Queens,NY
36081041400,1,100,Queens,NY
36081015801,1,100,Queens,NY
36081054000,1,100,Queens,NY
36081094202,1,100,Queens,NY
36081080301,0,0,Queens,NY
36081074700,1,100,Queens,NY
36081058700,0,0,Queens,NY
36081054700,0,0,Queens,NY
36081028800,0,0,Queens,NY
36081044602,1,100,Queens,NY
36081005900,0,0,Queens,NY
36081071701,0,0,Queens,NY
36081011700,0,0,Queens,NY
36081071305,0,0,Queens,NY
36081006502,0,0,Queens,NY
36081046300,0,0,Queens,NY
36081141700,0,0,Queens,NY
36081058000,0,0,Queens,NY
36081037600,0,0,Queens,NY
36081037700,1,100,Queens,NY
36081025900,0,0,Queens,NY
36081012200,1,100,Queens,NY
36081026901,0,0,Queens,NY
36081050000,1,100,Queens,NY
36081045400,1,100,Queens,NY
36081044301,1,100,Queens,NY
36081028900,0,0,Queens,NY
36081014201,1,100,Queens,NY
36081077908,1,100,Queens,NY
36081068000,0,0,Queens,NY
36081056700,0,0,Queens,NY
36081152902,0,0,Queens,NY
36081084500,1,100,Queens,NY
36081048500,0,0,Queens,NY
36081028700,0,0,Queens,NY
36081081400,1,100,Queens,NY
36081083800,0,0,Queens,NY
36081152901,0,0,Queens,NY
36081014000,0,0,Queens,NY
36081049900,0,0,Queens,NY
36081015802,0,0,Queens,NY
36081101700,0,0,Queens,NY
36081030600,1,100,Queens,NY
36081047100,1,100,Queens,NY
36081041500,1,100,Queens,NY
36081085900,1,100,Queens,NY
36081028100,0,0,Queens,NY
36081079701,1,100,Queens,NY
36081000700,0,0,Queens,NY
36081001400,0,0,Queens,NY
36081023200,1,100,Queens,NY
36081032900,0,0,Queens,NY
36081162100,0,0,Queens,NY
36081032700,0,0,Queens,NY
36081046500,1,100,Queens,NY
36081103900,0,0,Queens,NY
36081024300,0,0,Queens,NY
36081030903,0,0,Queens,NY
36081008700,1,100,Queens,NY
36081096400,1,100,Queens,NY
36081044302,1,100,Queens,NY
36081059500,0,0,Queens,NY
36081054200,0,0,Queens,NY
36081136700,0,0,Queens,NY
36081047900,1,100,Queens,NY
36081099100,0,0,Queens,NY
36081071100,0,0,Queens,NY
36081134700,0,0,Queens,NY
36081054900,1,100,Queens,NY
36081033000,0,0,Queens,NY
36081016600,1,100,Queens,NY
36081035700,1,100,Queens,NY
36081071306,0,0,Queens,NY
36081056800,0,0,Queens,NY
36081025100,0,0,Queens,NY
36081084000,0,0,Queens,NY
36081099704,0,0,Queens,NY
36081047800,0,0,Queens,NY
36081093800,1,100,Queens,NY
36081103201,1,100,Queens,NY
36081046000,1,100,Queens,NY
36081018300,0,0,Queens,NY
36081016900,0,0,Queens,NY
36081000400,1,100,Queens,NY
36081032000,1,100,Queens,NY
36081022002,0,0,Queens,NY
36081071304,0,0,Queens,NY
36081095400,1,100,Queens,NY
36081092900,0,0,Queens,NY
36081039900,1,100,Queens,NY
36081137700,0,0,Queens,NY
36081085500,0,0,Queens,NY
36081024900,1,100,Queens,NY
36081048100,1,100,Queens,NY
36081077904,0,0,Queens,NY
36081104700,1,100,Queens,NY
36081006201,0,0,Queens,NY
36081088400,0,0,Queens,NY
36081029100,1,100,Queens,NY
36081086300,0,0,Queens,NY
36081093900,0,0,Queens,NY
36081080900,0,0,Queens,NY
36081027900,0,0,Queens,NY
36081037900,0,0,Queens,NY
36081072100,0,0,Queens,NY
36081023500,0,0,Queens,NY
36081059100,0,0,Queens,NY
36081041300,1,100,Queens,NY
36081089200,0,0,Queens,NY
36081084900,1,100,Queens,NY
36081030902,1,100,Queens,NY
36081026700,1,100,Queens,NY
36081097203,1,100,Queens,NY
36081007500,0,0,Queens,NY
36081042700,1,100,Queens,NY
36081040300,1,100,Queens,NY
36081031700,0,0,Queens,NY
36081024500,0,0,Queens,NY
36081048400,0,0,Queens,NY
36081038100,1,100,Queens,NY
36081116300,1,100,Queens,NY
36081155102,0,0,Queens,NY
36081040900,1,100,Queens,NY
36081029400,1,100,Queens,NY
36081000100,0,0,Queens,NY
36081040100,1,100,Queens,NY
36081027700,0,0,Queens,NY
36081006202,0,0,Queens,NY
36081002500,1,100,Queens,NY
36081027300,1,100,Queens,NY
36081076901,0,0,Queens,NY
36081094203,0,0,Queens,NY
36081027100,0,0,Queens,NY
36081122702,1,100,Queens,NY
36081100802,1,100,Queens,NY
36081026100,0,0,Queens,NY
36081043702,1,100,Queens,NY
36081028300,1,100,Queens,NY
36081081800,1,100,Queens,NY
36081021400,1,100,Queens,NY
36081046900,1,100,Queens,NY
36081046200,1,100,Queens,NY
36081065600,0,0,Queens,NY
36081013400,0,0,Queens,NY
36081040700,1,100,Queens,NY
36081066400,0,0,Queens,NY
36081046700,1,100,Queens,NY
36081103202,1,100,Queens,NY
36081099801,1,100,Queens,NY
36081027500,1,100,Queens,NY
36081157101,0,0,Queens,NY
36081033402,0,0,Queens,NY
36081025400,1,100,Queens,NY
36081099802,1,100,Queens,NY
36081045500,1,100,Queens,NY
36081026300,0,0,Queens,NY
36081101001,1,100,Queens,NY
36081088901,1,100,Queens,NY
36081122701,0,0,Queens,NY
36083051701,0,0,Rensselaer,NY
36083051800,0,0,Rensselaer,NY
36083052603,0,0,Rensselaer,NY
36083051702,0,0,Rensselaer,NY
36083052201,0,0,Rensselaer,NY
36083052303,0,0,Rensselaer,NY
36083052602,0,0,Rensselaer,NY
36083052601,0,0,Rensselaer,NY
36083052102,0,0,Rensselaer,NY
36083052503,0,0,Rensselaer,NY
36083051902,0,0,Rensselaer,NY
36083051901,0,0,Rensselaer,NY
36083052103,0,0,Rensselaer,NY
36083040800,0,0,Rensselaer,NY
36083052101,0,0,Rensselaer,NY
36083052402,0,0,Rensselaer,NY
36083052002,0,0,Rensselaer,NY
36083040600,1,36.58251169,Rensselaer,NY
36083052003,0,0,Rensselaer,NY
36083052304,0,0,Rensselaer,NY
36083052301,0,0,Rensselaer,NY
36083040500,1,100,Rensselaer,NY
36083052004,0,0,Rensselaer,NY
36083040300,0,0,Rensselaer,NY
36083041100,0,0,Rensselaer,NY
36083052502,0,0,Rensselaer,NY
36083052403,0,0,Rensselaer,NY
36083052203,0,0,Rensselaer,NY
36083052204,0,0,Rensselaer,NY
36083040400,1,100,Rensselaer,NY
36083051500,1,100,Rensselaer,NY
36083051600,0,0,Rensselaer,NY
36083052501,0,0,Rensselaer,NY
36083052404,0,0,Rensselaer,NY
36083041400,0,0,Rensselaer,NY
36083041200,0,0,Rensselaer,NY
36083040900,1,100,Rensselaer,NY
36083041300,0,0,Rensselaer,NY
36083040700,1,100,Rensselaer,NY
36083041000,1,100,Rensselaer,NY
36083040100,1,100,Rensselaer,NY
36083040200,1,100,Rensselaer,NY
36085015400,0,0,Richmond,NY
36085022800,0,0,Richmond,NY
36085001800,0,5.16E-13,Richmond,NY
36085019700,0,0,Richmond,NY
36085027900,0,0,Richmond,NY
36085013201,0,0,Richmond,NY
36085032300,0,0,Richmond,NY
36085000300,0,0,Richmond,NY
36085018701,0,0,Richmond,NY
36085017300,1,100,Richmond,NY
36085005900,0,0,Richmond,NY
36085007700,1,100,Richmond,NY
36085013301,1,100,Richmond,NY
36085020100,0,0,Richmond,NY
36085029102,0,0,Richmond,NY
36085014100,0,0,Richmond,NY
36085006700,0,0,Richmond,NY
36085018100,0,0,Richmond,NY
36085012804,0,0,Richmond,NY
36085014700,0,0,Richmond,NY
36085011401,1,100,Richmond,NY
36085003600,0,0,Richmond,NY
36085001700,1,100,Richmond,NY
36085000600,1,100,Richmond,NY
36085011402,0,0,Richmond,NY
36085002001,1,13.57905685,Richmond,NY
36085000900,0,0,Richmond,NY
36085024700,0,0,Richmond,NY
36085022300,1,100,Richmond,NY
36085012500,0,0,Richmond,NY
36085012805,0,0,Richmond,NY
36085012200,0,0,Richmond,NY
36085002700,1,100,Richmond,NY
36085015602,0,0,Richmond,NY
36085017011,0,0,Richmond,NY
36085014607,0,0,Richmond,NY
36085006400,1,100,Richmond,NY
36085017600,0,0,Richmond,NY
36085015603,0,0,Richmond,NY
36085017009,0,0,Richmond,NY
36085013302,1,100,Richmond,NY
36085017005,0,0,Richmond,NY
36085016901,0,0,Richmond,NY
36085020804,0,0,Richmond,NY
36085002002,0,0,Richmond,NY
36085027704,0,0,Richmond,NY
36085005000,0,0,Richmond,NY
36085004700,0,0,Richmond,NY
36085024800,0,0,Richmond,NY
36085013204,0,0,Richmond,NY
36085012100,0,0,Richmond,NY
36085014605,0,0,Richmond,NY
36085018902,0,0,Richmond,NY
36085013400,0,0,Richmond,NY
36085007400,0,0,Richmond,NY
36085009700,0,0,Richmond,NY
36085009602,0,0,Richmond,NY
36085024402,0,0,Richmond,NY
36085017012,0,0,Richmond,NY
36085017007,0,0,Richmond,NY
36085003300,0,0,Richmond,NY
36085009601,0,0,Richmond,NY
36085017010,0,0,Richmond,NY
36085031901,1,100,Richmond,NY
36085015100,0,0,Richmond,NY
36085027706,0,0,Richmond,NY
36085027301,0,0,Richmond,NY
36085027302,0,0,Richmond,NY
36085014608,0,0,Richmond,NY
36085010500,1,100,Richmond,NY
36085013203,0,0,Richmond,NY
36085027705,0,0,Richmond,NY
36085014606,0,0,Richmond,NY
36085000800,0,0,Richmond,NY
36085027702,0,0,Richmond,NY
36085017008,0,0,Richmond,NY
36085007500,1,100,Richmond,NY
36085003900,0,0,Richmond,NY
36085023900,1,100,Richmond,NY
36085021300,0,0,Richmond,NY
36085015601,0,0,Richmond,NY
36085030301,0,0,Richmond,NY
36085008100,1,100,Richmond,NY
36085024401,0,0,Richmond,NY
36085019800,0,0,Richmond,NY
36085002900,1,100,Richmond,NY
36085002100,1,100,Richmond,NY
36085020700,1,100,Richmond,NY
36085020803,0,0,Richmond,NY
36085029103,0,0,Richmond,NY
36085018702,0,0,Richmond,NY
36085029104,0,0,Richmond,NY
36085013800,0,0,Richmond,NY
36085018901,0,0,Richmond,NY
36085025100,0,0,Richmond,NY
36085001100,1,100,Richmond,NY
36085012806,0,0,Richmond,NY
36085022600,0,0,Richmond,NY
36085030302,0,0,Richmond,NY
36085011201,0,0,Richmond,NY
36085014604,0,0,Richmond,NY
36085031902,1,100,Richmond,NY
36085011202,0,0,Richmond,NY
36085023100,0,0,Richmond,NY
36085017700,0,0,Richmond,NY
36085020801,0,0,Richmond,NY
36085000700,1,100,Richmond,NY
36085007000,0,0,Richmond,NY
36085004000,1,100,Richmond,NY
36087013300,0,0,Rockland,NY
36087011700,0,0,Rockland,NY
36087013200,0,0,Rockland,NY
36087013100,0,0,Rockland,NY
36087011800,0,0,Rockland,NY
36087011000,0,0,Rockland,NY
36087010503,0,0,Rockland,NY
36087010902,0,0,Rockland,NY
36087010901,0,0,Rockland,NY
36087012000,0,0,Rockland,NY
36087011401,0,0,Rockland,NY
36087011902,0,0,Rockland,NY
36087010200,0,0,Rockland,NY
36087013401,0,0,Rockland,NY
36087011404,0,0,Rockland,NY
36087010801,0,0,Rockland,NY
36087013003,0,0,Rockland,NY
36087013001,0,0,Rockland,NY
36087011403,0,0,Rockland,NY
36087010102,0,0,Rockland,NY
36087010501,0,0,Rockland,NY
36087011506,1,100,Rockland,NY
36087011302,0,0,Rockland,NY
36087011505,1,100,Rockland,NY
36087010101,0,0,Rockland,NY
36087010702,1,100,Rockland,NY
36087011901,0,0,Rockland,NY
36087012203,0,0,Rockland,NY
36087013002,0,0,Rockland,NY
36087011405,0,0,Rockland,NY
36087013402,0,0,Rockland,NY
36087012502,0,0,Rockland,NY
36087010804,0,0,Rockland,NY
36087011601,0,0,Rockland,NY
36087010601,0,0,Rockland,NY
36087010703,1,100,Rockland,NY
36087010602,1,100,Rockland,NY
36087010502,0,0,Rockland,NY
36087012700,0,0,Rockland,NY
36087011200,0,0,Rockland,NY
36087010701,1,100,Rockland,NY
36087012600,0,0,Rockland,NY
36087010803,0,0,Rockland,NY
36087012501,0,0,Rockland,NY
36087012800,0,0,Rockland,NY
36087012106,0,0,Rockland,NY
36087010802,0,0,Rockland,NY
36087012401,1,100,Rockland,NY
36087012204,0,0,Rockland,NY
36087011603,0,0,Rockland,NY
36087012202,1,100,Rockland,NY
36087011502,0,0,Rockland,NY
36087011303,0,0,Rockland,NY
36087012300,1,100,Rockland,NY
36087012101,1,100,Rockland,NY
36087011504,0,0,Rockland,NY
36087011102,0,0,Rockland,NY
36087012103,0,0,Rockland,NY
36087012105,1,96.19891798,Rockland,NY
36087011101,0,0,Rockland,NY
36087011501,0,0,Rockland,NY
36087012402,1,100,Rockland,NY
36087011602,0,0,Rockland,NY
36087012102,0,0,Rockland,NY
36087011301,1,100,Rockland,NY
36089492700,0,0,St. Lawrence,NY
36089490600,0,0,St. Lawrence,NY
36089490400,0,0,St. Lawrence,NY
36089491700,0,0,St. Lawrence,NY
36089491300,0,0,St. Lawrence,NY
36089491600,0,0,St. Lawrence,NY
36089492500,0,0,St. Lawrence,NY
36089491500,0,0,St. Lawrence,NY
36089492800,0,0,St. Lawrence,NY
36089491000,0,0,St. Lawrence,NY
36089491900,0,0,St. Lawrence,NY
36089490500,0,0,St. Lawrence,NY
36089492100,1,100,St. Lawrence,NY
36089492900,0,0,St. Lawrence,NY
36089492600,0,0,St. Lawrence,NY
36089491400,1,95.77057783,St. Lawrence,NY
36089492400,0,0,St. Lawrence,NY
36089490200,0,0,St. Lawrence,NY
36089492000,0,0,St. Lawrence,NY
36089490800,0,0,St. Lawrence,NY
36089491200,0,0,St. Lawrence,NY
36089490100,0,0,St. Lawrence,NY
36089490300,1,100,St. Lawrence,NY
36089491100,0,0,St. Lawrence,NY
36089492300,0,0,St. Lawrence,NY
36089490900,0,0,St. Lawrence,NY
36089491800,1,100,St. Lawrence,NY
36089490700,0,0,St. Lawrence,NY
36091061600,0,0,Saratoga,NY
36091060800,0,0,Saratoga,NY
36091061500,0,0,Saratoga,NY
36091060200,0,0,Saratoga,NY
36091060502,0,0,Saratoga,NY
36091060503,0,0,Saratoga,NY
36091060902,0,0,Saratoga,NY
36091060901,0,0,Saratoga,NY
36091061303,0,0,Saratoga,NY
36091060501,0,0,Saratoga,NY
36091061702,0,0,Saratoga,NY
36091062505,0,0,Saratoga,NY
36091060601,0,0,Saratoga,NY
36091060602,0,0,Saratoga,NY
36091062404,0,0,Saratoga,NY
36091062501,0,0,Saratoga,NY
36091061404,0,0,Saratoga,NY
36091062100,0,0,Saratoga,NY
36091062000,0,0,Saratoga,NY
36091062509,0,0,Saratoga,NY
36091062200,0,0,Saratoga,NY
36091062300,0,0,Saratoga,NY
36091060300,0,0,Saratoga,NY
36091060400,0,0,Saratoga,NY
36091061701,0,0,Saratoga,NY
36091062507,0,0,Saratoga,NY
36091061301,0,0,Saratoga,NY
36091062601,0,0,Saratoga,NY
36091062700,0,0,Saratoga,NY
36091062800,0,0,Saratoga,NY
36091062602,0,0,Saratoga,NY
36091062508,0,0,Saratoga,NY
36091062403,0,0,Saratoga,NY
36091062405,0,0,Saratoga,NY
36091061401,0,0,Saratoga,NY
36091062406,0,0,Saratoga,NY
36091062506,0,0,Saratoga,NY
36091061403,0,0,Saratoga,NY
36091062503,0,0,Saratoga,NY
36091060102,0,0,Saratoga,NY
36091060101,0,0,Saratoga,NY
36091061800,0,0,Saratoga,NY
36091061302,0,0,Saratoga,NY
36091061901,0,0,Saratoga,NY
36091060702,0,0,Saratoga,NY
36091061903,0,0,Saratoga,NY
36091060701,0,0,Saratoga,NY
36091061100,0,0,Saratoga,NY
36091061000,0,0,Saratoga,NY
36091061200,0,0,Saratoga,NY
36093032102,0,0,Schenectady,NY
36093021001,0,0,Schenectady,NY
36093033002,0,0,Schenectady,NY
36093032403,0,0,Schenectady,NY
36093032601,0,0,Schenectady,NY
36093033102,0,0,Schenectady,NY
36093033101,0,0,Schenectady,NY
36093032504,0,0,Schenectady,NY
36093033300,0,0,Schenectady,NY
36093032402,0,0,Schenectady,NY
36093032200,0,0,Schenectady,NY
36093032300,0,0,Schenectady,NY
36093033003,0,0,Schenectady,NY
36093020300,0,0,Schenectady,NY
36093033400,0,0,Schenectady,NY
36093033004,0,0,Schenectady,NY
36093032502,0,0,Schenectady,NY
36093033500,0,0,Schenectady,NY
36093032901,0,0,Schenectady,NY
36093032503,0,0,Schenectady,NY
36093032700,0,0,Schenectady,NY
36093032902,0,0,Schenectady,NY
36093033200,0,0,Schenectady,NY
36093021400,0,0,Schenectady,NY
36093031900,0,0,Schenectady,NY
36093032000,0,0,Schenectady,NY
36093032101,0,0,Schenectady,NY
36093020101,0,0,Schenectady,NY
36093020200,0,0,Schenectady,NY
36093032602,0,0,Schenectady,NY
36093021600,1,100,Schenectady,NY
36093020102,1,100,Schenectady,NY
36093021700,1,100,Schenectady,NY
36093032404,0,0,Schenectady,NY
36093020600,0,0,Schenectady,NY
36093020500,0,0,Schenectady,NY
36093021200,0,0,Schenectady,NY
36093020800,1,100,Schenectady,NY
36093021500,1,54.83777749,Schenectady,NY
36093021002,1,100,Schenectady,NY
36093021800,0,0,Schenectady,NY
36093020700,0,0,Schenectady,NY
36093020900,1,100,Schenectady,NY
36095740600,0,0,Schoharie,NY
36095740800,0,0,Schoharie,NY
36095740700,0,0,Schoharie,NY
36095740300,0,0,Schoharie,NY
36095740200,0,0,Schoharie,NY
36095740500,0,0,Schoharie,NY
36095740400,0,0,Schoharie,NY
36095740100,0,0,Schoharie,NY
36097950100,0,0,Schuyler,NY
36097950400,0,0,Schuyler,NY
36097950200,0,0,Schuyler,NY
36097950500,0,0,Schuyler,NY
36097950300,0,0,Schuyler,NY
36099950700,0,0,Seneca,NY
36099950100,0,0,Seneca,NY
36099951000,0,0,Seneca,NY
36099950800,0,0,Seneca,NY
36099950200,0,0,Seneca,NY
36099950900,0,0,Seneca,NY
36099950600,0,0,Seneca,NY
36099950500,0,0,Seneca,NY
36099950300,0,0,Seneca,NY
36099950400,0,0,Seneca,NY
36101961700,0,0,Steuben,NY
36101961900,0,0,Steuben,NY
36101962300,0,0,Steuben,NY
